Ord,PK_VISITAS,FECHA,year,loc,specie,n,dis,desp
23977,849,03/22/2013,2013,GEN,Picus viridis,1,1430,45
24014,866,03/21/2013,2013,CAN,Picus viridis,1,1930,35
24026,866,03/21/2013,2013,CAN,Picus viridis,1,510,45
24046,866,03/21/2013,2013,CAN,Picus viridis,1,1520,35
25140,844,10/04/2012,2012,DIL,Picus viridis,1,800,15
25171,824,10/01/2012,2012,CAN,Picus viridis,1,2086,35
25210,692,09/27/2012,2012,CAN,Picus viridis,1,390,15
25227,692,09/27/2012,2012,CAN,Picus viridis,1,940,45
25244,692,09/27/2012,2012,CAN,Picus viridis,1,2300,45
25339,693,09/24/2012,2012,GEN,Picus viridis,1,2350,5
25557,695,09/18/2012,2012,DIL,Picus viridis,1,520,35
25960,678,08/06/2012,2012,DIL,Picus viridis,1,619,45
26279,666,07/21/2012,2012,CAN,Picus viridis,1,2200,45
26305,666,07/21/2012,2012,CAN,Picus viridis,1,1310,5
26314,600,07/20/2012,2012,GEN,Picus viridis,1,376,45
26685,655,06/18/2012,2012,CAN,Picus viridis,1,143,45
27012,651,06/07/2012,2012,DIL,Picus viridis,1,1015,5
27060,651,06/07/2012,2012,DIL,Picus viridis,1,1030,45
27679,636,05/07/2012,2012,CAN,Picus viridis,1,1589,5
28255,624,03/26/2012,2012,DIL,Picus viridis,1,426,25
28570,614,03/12/2012,2012,GEN,Picus viridis,1,750,35
28730,611,02/20/2012,2012,CAN,Picus viridis,1,1059,45
28794,607,01/20/2012,2012,CAN,Picus viridis,1,1545,45
29309,711,11/02/2011,2011,GEN,Picus viridis,1,290,35
29742,800,10/11/2011,2011,CAN,Picus viridis,1,1692,35
29812,797,10/04/2011,2011,DIL,Picus viridis,1,1125,35
30649,765,08/04/2011,2011,CAN,Picus viridis,1,425,35
30735,759,07/26/2011,2011,DIL,Picus viridis,1,510,45
30982,761,07/08/2011,2011,CAN,Picus viridis,1,2360,45
31189,743,06/28/2011,2011,DIL,Picus viridis,1,1800,35
31230,743,06/28/2011,2011,DIL,Picus viridis,1,1765,45
32006,736,05/12/2011,2011,CAN,Picus viridis,1,825,15
32038,736,05/12/2011,2011,CAN,Picus viridis,1,2040,45
32058,736,05/12/2011,2011,CAN,Picus viridis,1,620,45
32286,729,04/25/2011,2011,CAM,Picus viridis,1,1424,25
32625,559,04/11/2011,2011,CAN,Picus viridis,1,945,45
32937,551,03/01/2011,2011,CAN,Picus viridis,1,235,45
33062,543,01/25/2011,2011,GEN,Picus viridis,1,385,35
33295,534,12/04/2010,2010,CAN,Picus viridis,1,285,45
34108,721,08/25/2010,2010,CAM,Picus viridis,1,1769,15
34159,496,08/24/2010,2010,GEN,Picus viridis,1,60,45
34266,719,08/20/2010,2010,DIL,Picus viridis,1,975,45
34315,716,08/16/2010,2010,CAN,Picus viridis,1,770,45
34571,486,07/25/2010,2010,CAN,Picus viridis,1,710,45
34587,486,07/25/2010,2010,CAN,Picus viridis,1,1590,45
34831,482,07/09/2010,2010,DIL,Picus viridis,1,1390,45
34832,482,07/09/2010,2010,DIL,Picus viridis,1,1450,35
34838,482,07/09/2010,2010,DIL,Picus viridis,1,2120,45
35342,469,06/09/2010,2010,GEN,Picus viridis,1,1780,45
35421,467,06/08/2010,2010,CAN,Picus viridis,1,940,45
35594,456,05/25/2010,2010,CAN,Picus viridis,1,480,45
35789,466,05/18/2010,2010,CAM,Picus viridis,1,518,25
36126,445,04/21/2010,2010,CAM,Picus viridis,1,265,15
36145,445,04/21/2010,2010,CAM,Picus viridis,1,1200,45
36277,448,04/19/2010,2010,CAN,Picus viridis,1,1490,45
36477,441,03/16/2010,2010,CAN,Picus viridis,1,1300,45
36960,379,11/06/2009,2009,GEN,Picus viridis,1,82,45
38059,344,07/21/2009,2009,CAN,Picus viridis,1,1917,45
38363,320,06/30/2009,2009,CAM,Picus viridis,1,980,35
38615,331,06/15/2009,2009,GEN,Picus viridis,1,2400,35
39133,316,05/06/2009,2009,CAN,Picus viridis,1,1490,45
39347,293,04/20/2009,2009,CAN,Picus viridis,1,1100,25
39411,294,04/20/2009,2009,DIL,Picus viridis,1,1390,45
39582,292,04/03/2009,2009,CAN,Picus viridis,1,840,45
39772,274,03/17/2009,2009,CAN,Picus viridis,1,540,45
40114,263,02/18/2009,2009,CAN,Picus viridis,1,1210,0
40185,269,02/09/2009,2009,CAM,Picus viridis,1,650,45
40269,251,01/28/2009,2009,CAN,Picus viridis,1,2125,35
40303,260,01/27/2009,2009,CAM,Picus viridis,1,1330,35
40350,259,01/07/2009,2009,CAM,Picus viridis,1,758,35
40462,247,12/10/2008,2008,CAN,Picus viridis,1,1690,45
40559,242,11/20/2008,2008,CAN,Picus viridis,1,350,35
40757,198,11/09/2008,2008,CAM,Picus viridis,1,420,25
40764,198,11/09/2008,2008,CAM,Picus viridis,1,976,25
41093,228,10/17/2008,2008,CAN,Picus viridis,0,1590,5
41601,176,09/12/2008,2008,GEN,Picus viridis,1,2430,15
41756,162,08/20/2008,2008,CAM,Picus viridis,1,620,25
41854,215,08/11/2008,2008,CAN,Picus viridis,1,2100,15
42094,157,07/14/2008,2008,CAN,Picus viridis,1,1920,5
42111,158,07/11/2008,2008,DIL,Picus viridis,1,1330,5
42521,129,06/27/2008,2008,DIL,Picus viridis,4,1180,15
42709,135,06/18/2008,2008,CAN,Picus viridis,1,1830,45
43091,128,06/10/2008,2008,DIL,Picus viridis,1,2000,45
43314,134,06/04/2008,2008,CAN,Picus viridis,1,975,5
43603,98,05/28/2008,2008,DIL,Picus viridis,1,2130,45
43767,94,05/21/2008,2008,CAN,Picus viridis,1,850,45
44273,93,05/07/2008,2008,CAN,Picus viridis,1,1910,45
44589,72,04/23/2008,2008,CAM,Picus viridis,1,665,35
44797,89,04/15/2008,2008,DIL,Picus viridis,1,840,45
44834,89,04/15/2008,2008,DIL,Picus viridis,1,2130,45
44855,78,04/15/2008,2008,GEN,Picus viridis,1,2300,45
44994,77,04/11/2008,2008,GEN,Picus viridis,1,480,45
45123,85,04/01/2008,2008,CAN,Picus viridis,1,1680,45
45127,85,04/01/2008,2008,CAN,Picus viridis,1,1890,45
45418,43,03/14/2008,2008,CAM,Picus viridis,1,760,45
45618,54,03/11/2008,2008,CAN,Picus viridis,2,1340,5
45773,57,03/03/2008,2008,DIL,Picus viridis,1,1010,25
8,1714,02/21/2020,2020,GEN,Prunella collaris,7,0,.
179,1688,11/08/2019,2019,GEN,Prunella collaris,10,0,.
1126,1716,03/14/2019,2019,GEN,Prunella collaris,7,0,.
3852,1483,11/17/2017,2017,GEN,Prunella collaris,4,520,10
7172,1528,10/31/2016,2016,GEN,Prunella collaris,5,1110,30
20208,1000,11/26/2013,2013,DIL,Prunella collaris,7,665,15
39822,280,03/17/2009,2009,GEN,Prunella collaris,12,865,5
40095,264,02/23/2009,2009,GEN,Prunella collaris,12,1250,5
40251,255,01/30/2009,2009,GEN,Prunella collaris,2,2120,5
40294,260,01/27/2009,2009,CAM,Prunella collaris,1,569,5
40647,246,11/18/2008,2008,DIL,Prunella collaris,6,1830,15
16108,1103,10/28/2014,2014,DIL,Prunella modularis,1,2134,15
20230,858,11/25/2013,2013,GEN,Prunella modularis,16,693,5
45461,51,03/13/2008,2008,GEN,Prunella modularis,6,820,5
3,1714,02/21/2020,2020,GEN,Pyrrhocorax pyrrhocorax,2,0,.
427,1749,08/30/2019,2019,GEN,Pyrrhocorax pyrrhocorax,34,0,.
661,1740,07/04/2019,2019,CAM,Pyrrhocorax pyrrhocorax,7,0,.
1121,1716,03/14/2019,2019,GEN,Pyrrhocorax pyrrhocorax,2,0,.
1242,1742,02/14/2019,2019,CAM,Pyrrhocorax pyrrhocorax,2,0,.
1626,1571,11/15/2018,2018,CAM,Pyrrhocorax pyrrhocorax,1,127,0
2569,1570,07/30/2018,2018,GEN,Pyrrhocorax pyrrhocorax,2,653,30
2589,1570,07/30/2018,2018,GEN,Pyrrhocorax pyrrhocorax,23,1339,10
4658,1499,08/16/2017,2017,GEN,Pyrrhocorax pyrrhocorax,2,82,30
11916,1179,09/10/2015,2015,CAN,Pyrrhocorax pyrrhocorax,2,0,40
16949,1054,08/29/2014,2014,GEN,Pyrrhocorax pyrrhocorax,41,1343,.
19614,1044,03/27/2014,2014,GEN,Pyrrhocorax pyrrhocorax,2,707,5
37333,406,09/25/2009,2009,DIL,Pyrrhocorax pyrrhocorax,2,2210,45
39963,275,03/10/2009,2009,CAM,Pyrrhocorax pyrrhocorax,2,1450,45
40065,270,02/23/2009,2009,CAM,Pyrrhocorax pyrrhocorax,2,1200,25
40281,254,01/28/2009,2009,GEN,Pyrrhocorax pyrrhocorax,7,1210,45
41582,176,09/12/2008,2008,GEN,Pyrrhocorax pyrrhocorax,2,889,45
42919,119,06/16/2008,2008,CAM,Pyrrhocorax pyrrhocorax,1,1200,45
43230,124,06/05/2008,2008,GEN,Pyrrhocorax pyrrhocorax,1,280,45
43244,124,06/05/2008,2008,GEN,Pyrrhocorax pyrrhocorax,1,1100,45
43256,124,06/05/2008,2008,GEN,Pyrrhocorax pyrrhocorax,1,1960,45
43274,124,06/05/2008,2008,GEN,Pyrrhocorax pyrrhocorax,8,2450,45
43481,118,06/03/2008,2008,CAM,Pyrrhocorax pyrrhocorax,2,1180,45
43604,98,05/28/2008,2008,DIL,Pyrrhocorax pyrrhocorax,2,1970,15
43894,100,05/20/2008,2008,GEN,Pyrrhocorax pyrrhocorax,1,1980,45
43895,100,05/20/2008,2008,GEN,Pyrrhocorax pyrrhocorax,2,1250,45
44123,99,05/13/2008,2008,GEN,Pyrrhocorax pyrrhocorax,5,480,45
44831,89,04/15/2008,2008,DIL,Pyrrhocorax pyrrhocorax,2,2090,35
3534,1453,02/16/2018,2018,CAM,Pyrrhula pyrrhula,2,10,.
12,1714,02/21/2020,2020,GEN,Regulus ignicapillus,3,0,.
193,1764,10/25/2019,2019,DIL,Regulus ignicapillus,1,0,.
375,1662,09/12/2019,2019,GEN,Regulus ignicapillus,1,0,.
428,1749,08/30/2019,2019,GEN,Regulus ignicapillus,2,0,.
624,1702,07/11/2019,2019,GEN,Regulus ignicapillus,1,0,.
739,1697,06/28/2019,2019,GEN,Regulus ignicapillus,1,0,.
885,1632,05/17/2019,2019,GEN,Regulus ignicapillus,1,0,.
930,1720,04/30/2019,2019,GEN,Regulus ignicapillus,2,0,.
1128,1716,03/14/2019,2019,GEN,Regulus ignicapillus,3,0,.
1219,1635,02/15/2019,2019,GEN,Regulus ignicapillus,3,0,.
1249,1742,02/14/2019,2019,CAM,Regulus ignicapillus,1,0,.
1266,1744,02/07/2019,2019,DIL,Regulus ignicapillus,1,0,.
1315,1745,01/18/2019,2019,DIL,Regulus ignicapillus,1,0,.
1330,1629,01/16/2019,2019,GEN,Regulus ignicapillus,3,1,.
1456,1581,12/14/2018,2018,GEN,Regulus ignicapillus,1,41,0
1466,1581,12/14/2018,2018,GEN,Regulus ignicapillus,1,2073,10
2038,1594,09/25/2018,2018,GEN,Regulus ignicapillus,1,103,30
2272,1585,08/30/2018,2018,GEN,Regulus ignicapillus,1,1194,10
2657,1564,07/24/2018,2018,CAM,Regulus ignicapillus,1,2506,0
2843,1578,06/26/2018,2018,GEN,Regulus ignicapillus,1,2278,0
3020,1574,05/22/2018,2018,GEN,Regulus ignicapillus,2,50,0
3025,1574,05/22/2018,2018,GEN,Regulus ignicapillus,1,120,0
3029,1574,05/22/2018,2018,GEN,Regulus ignicapillus,1,0,10
3128,1572,04/26/2018,2018,GEN,Regulus ignicapillus,1,837,0
3137,1572,04/26/2018,2018,GEN,Regulus ignicapillus,2,0,0
3268,1531,04/20/2018,2018,DIL,Regulus ignicapillus,1,1983,0
3272,1531,04/20/2018,2018,DIL,Regulus ignicapillus,1,25,0
3515,1453,02/16/2018,2018,CAM,Regulus ignicapillus,6,0,.
3525,1453,02/16/2018,2018,CAM,Regulus ignicapillus,6,10,.
3758,1476,12/04/2017,2017,GEN,Regulus ignicapillus,1,82,10
4023,1485,10/27/2017,2017,GEN,Regulus ignicapillus,3,597,30
4537,1498,08/21/2017,2017,CAM,Regulus ignicapillus,1,93,0
4659,1499,08/16/2017,2017,GEN,Regulus ignicapillus,3,82,0
5075,1403,07/03/2017,2017,GEN,Regulus ignicapillus,1,5,5
5083,1403,07/03/2017,2017,GEN,Regulus ignicapillus,1,129,20
5281,1401,06/16/2017,2017,DIL,Regulus ignicapillus,2,345,20
5322,1401,06/16/2017,2017,DIL,Regulus ignicapillus,1,600,20
5705,1471,05/23/2017,2017,CAM,Regulus ignicapillus,1,354,30
6078,1413,04/20/2017,2017,DIL,Regulus ignicapillus,1,240,20
6176,1412,03/30/2017,2017,DIL,Regulus ignicapillus,1,1400,40
6181,1412,03/30/2017,2017,DIL,Regulus ignicapillus,1,2140,40
6187,1412,03/30/2017,2017,DIL,Regulus ignicapillus,1,300,5
6360,1488,03/22/2017,2017,CAM,Regulus ignicapillus,2,2115,0
6373,1488,03/22/2017,2017,CAM,Regulus ignicapillus,4,1187,0
6546,1333,02/21/2017,2017,GEN,Regulus ignicapillus,2,287,5
6551,1333,02/21/2017,2017,GEN,Regulus ignicapillus,1,170,5
6622,1500,02/21/2017,2017,CAM,Regulus ignicapillus,4,2118,10
7341,1329,10/28/2016,2016,CAN,Regulus ignicapillus,1,480,0
8859,1317,05/31/2016,2016,DIL,Regulus ignicapillus,1,675,20
9552,1341,04/26/2016,2016,DIL,Regulus ignicapillus,1,105,40
9618,1279,04/25/2016,2016,GEN,Regulus ignicapillus,3,131,5
9622,1279,04/25/2016,2016,GEN,Regulus ignicapillus,2,52,5
9751,1343,03/31/2016,2016,DIL,Regulus ignicapillus,1,1235,20
9968,1278,03/11/2016,2016,GEN,Regulus ignicapillus,1,327,5
10208,1275,02/24/2016,2016,GEN,Regulus ignicapillus,1,180,15
10273,1315,02/04/2016,2016,DIL,Regulus ignicapillus,1,823,5
10278,1315,02/04/2016,2016,DIL,Regulus ignicapillus,1,293,5
10862,1295,12/04/2015,2015,DIL,Regulus ignicapillus,2,280,5
10979,1253,11/20/2015,2015,CAM,Regulus ignicapillus,2,1210,25
10994,1253,11/20/2015,2015,CAM,Regulus ignicapillus,2,1440,5
11167,1222,10/30/2015,2015,DIL,Regulus ignicapillus,2,830,5
11172,1222,10/30/2015,2015,DIL,Regulus ignicapillus,1,1083,20
11412,1252,10/20/2015,2015,CAM,Regulus ignicapillus,2,970,5
11606,1213,09/30/2015,2015,DIL,Regulus ignicapillus,2,2169,20
11796,1208,09/20/2015,2015,GEN,Regulus ignicapillus,1,300,40
11810,1208,09/20/2015,2015,GEN,Regulus ignicapillus,1,1870,20
12124,1192,08/19/2015,2015,GEN,Regulus ignicapillus,1,149,20
12145,1192,08/19/2015,2015,GEN,Regulus ignicapillus,2,96,20
12537,1171,07/29/2015,2015,GEN,Regulus ignicapillus,1,250,20
13051,1200,06/30/2015,2015,GEN,Regulus ignicapillus,2,435,5
13058,1200,06/30/2015,2015,GEN,Regulus ignicapillus,2,350,20
13423,1248,06/08/2015,2015,CAM,Regulus ignicapillus,4,930,5
13684,1149,06/03/2015,2015,DIL,Regulus ignicapillus,2,1321,20
14001,1147,05/20/2015,2015,GEN,Regulus ignicapillus,1,20,5
14048,1147,05/20/2015,2015,GEN,Regulus ignicapillus,1,52,20
14454,1154,04/28/2015,2015,GEN,Regulus ignicapillus,1,84,5
14457,1154,04/28/2015,2015,GEN,Regulus ignicapillus,1,33,15
14500,1154,04/28/2015,2015,GEN,Regulus ignicapillus,1,112,15
14879,1246,04/08/2015,2015,CAM,Regulus ignicapillus,2,390,15
14985,1113,03/26/2015,2015,CAN,Regulus ignicapillus,1,153,15
15135,1245,03/16/2015,2015,CAM,Regulus ignicapillus,2,720,25
15440,1244,02/10/2015,2015,CAM,Regulus ignicapillus,1,1560,15
15441,1244,02/10/2015,2015,CAM,Regulus ignicapillus,2,1500,15
15459,1182,01/28/2015,2015,CAN,Regulus ignicapillus,1,1540,20
15485,1243,01/15/2015,2015,CAM,Regulus ignicapillus,2,900,15
15614,1123,12/06/2014,2014,CAM,Regulus ignicapillus,1,1080,5
15745,1105,11/26/2014,2014,GEN,Regulus ignicapillus,1,56,5
16080,1103,10/28/2014,2014,DIL,Regulus ignicapillus,1,546,15
16081,1103,10/28/2014,2014,DIL,Regulus ignicapillus,1,497,15
16087,1103,10/28/2014,2014,DIL,Regulus ignicapillus,1,1306,5
16121,1072,10/27/2014,2014,GEN,Regulus ignicapillus,1,2090,15
16130,1072,10/27/2014,2014,GEN,Regulus ignicapillus,1,117,5
16162,1072,10/27/2014,2014,GEN,Regulus ignicapillus,2,1957,15
16165,1072,10/27/2014,2014,GEN,Regulus ignicapillus,1,1957,5
16365,1100,10/07/2014,2014,CAN,Regulus ignicapillus,1,377,5
16627,1061,09/25/2014,2014,DIL,Regulus ignicapillus,1,1300,5
16735,1059,09/17/2014,2014,GEN,Regulus ignicapillus,1,400,5
16747,1059,09/17/2014,2014,GEN,Regulus ignicapillus,1,325,15
16944,1054,08/29/2014,2014,GEN,Regulus ignicapillus,2,15,5
17379,1094,07/24/2014,2014,GEN,Regulus ignicapillus,1,344,5
18773,1021,05/14/2014,2014,DIL,Regulus ignicapillus,1,434,15
18995,1019,05/08/2014,2014,GEN,Regulus ignicapillus,2,50,5
19305,1013,04/14/2014,2014,GEN,Regulus ignicapillus,2,78,5
19638,1044,03/27/2014,2014,GEN,Regulus ignicapillus,1,260,25
19656,1044,03/27/2014,2014,GEN,Regulus ignicapillus,1,534,5
20052,1003,12/16/2013,2013,DIL,Regulus ignicapillus,1,655,5
20162,965,12/04/2013,2013,CAM,Regulus ignicapillus,2,1020,5
20678,989,10/10/2013,2013,DIL,Regulus ignicapillus,1,1550,35
21447,871,08/09/2013,2013,CAN,Regulus ignicapillus,1,1060,5
21882,854,07/17/2013,2013,GEN,Regulus ignicapillus,1,244,5
22736,853,06/07/2013,2013,GEN,Regulus ignicapillus,1,380,5
22960,852,05/13/2013,2013,GEN,Regulus ignicapillus,1,175,5
22968,852,05/13/2013,2013,GEN,Regulus ignicapillus,1,206,5
22980,852,05/13/2013,2013,GEN,Regulus ignicapillus,2,313,5
23477,851,04/22/2013,2013,GEN,Regulus ignicapillus,1,308,5
23479,851,04/22/2013,2013,GEN,Regulus ignicapillus,1,240,5
23559,859,04/19/2013,2013,DIL,Regulus ignicapillus,1,568,5
23565,859,04/19/2013,2013,DIL,Regulus ignicapillus,1,568,15
23594,859,04/19/2013,2013,DIL,Regulus ignicapillus,2,1102,15
23979,849,03/22/2013,2013,GEN,Regulus ignicapillus,1,1590,5
24378,848,01/29/2013,2013,GEN,Regulus ignicapillus,2,291,5
24499,843,12/19/2012,2012,DIL,Regulus ignicapillus,2,629,15
24503,843,12/19/2012,2012,DIL,Regulus ignicapillus,1,500,5
24527,843,12/19/2012,2012,DIL,Regulus ignicapillus,1,1475,5
24538,843,12/19/2012,2012,DIL,Regulus ignicapillus,2,2390,5
24547,843,12/19/2012,2012,DIL,Regulus ignicapillus,1,454,25
24548,843,12/19/2012,2012,DIL,Regulus ignicapillus,1,385,25
24657,713,12/11/2012,2012,GEN,Regulus ignicapillus,1,60,15
24745,714,11/23/2012,2012,GEN,Regulus ignicapillus,1,45,5
24868,830,11/13/2012,2012,DIL,Regulus ignicapillus,2,1500,15
24870,830,11/13/2012,2012,DIL,Regulus ignicapillus,1,1223,15
24897,830,11/13/2012,2012,DIL,Regulus ignicapillus,1,2550,25
25654,683,08/28/2012,2012,GEN,Regulus ignicapillus,2,243,5
25656,683,08/28/2012,2012,GEN,Regulus ignicapillus,1,223,15
26818,588,06/14/2012,2012,GEN,Regulus ignicapillus,1,269,5
27333,641,05/23/2012,2012,DIL,Regulus ignicapillus,1,587,25
27362,641,05/23/2012,2012,DIL,Regulus ignicapillus,1,587,25
27753,580,05/07/2012,2012,GEN,Regulus ignicapillus,1,319,15
27899,625,04/23/2012,2012,GEN,Regulus ignicapillus,1,236,5
27935,631,04/23/2012,2012,DIL,Regulus ignicapillus,1,582,5
28256,624,03/26/2012,2012,DIL,Regulus ignicapillus,1,426,15
28281,624,03/26/2012,2012,DIL,Regulus ignicapillus,1,562,5
28558,614,03/12/2012,2012,GEN,Regulus ignicapillus,2,220,5
28566,614,03/12/2012,2012,GEN,Regulus ignicapillus,1,270,5
28603,614,03/12/2012,2012,GEN,Regulus ignicapillus,2,160,5
28696,611,02/20/2012,2012,CAN,Regulus ignicapillus,2,535,25
28798,607,01/20/2012,2012,CAN,Regulus ignicapillus,2,356,5
28812,607,01/20/2012,2012,CAN,Regulus ignicapillus,1,450,5
28826,607,01/20/2012,2012,CAN,Regulus ignicapillus,1,327,5
29251,806,11/08/2011,2011,DIL,Regulus ignicapillus,1,1960,5
29578,572,10/18/2011,2011,GEN,Regulus ignicapillus,2,330,5
29708,800,10/11/2011,2011,CAN,Regulus ignicapillus,1,49,15
29726,800,10/11/2011,2011,CAN,Regulus ignicapillus,1,49,5
31486,564,06/20/2011,2011,GEN,Regulus ignicapillus,1,119,5
31502,564,06/20/2011,2011,GEN,Regulus ignicapillus,2,243,5
32187,563,05/06/2011,2011,GEN,Regulus ignicapillus,1,247,5
32204,563,05/06/2011,2011,GEN,Regulus ignicapillus,2,320,5
32391,557,04/18/2011,2011,GEN,Regulus ignicapillus,2,2250,5
32411,557,04/18/2011,2011,GEN,Regulus ignicapillus,3,300,5
32444,557,04/18/2011,2011,GEN,Regulus ignicapillus,1,1630,5
32816,550,03/16/2011,2011,GEN,Regulus ignicapillus,3,640,5
33147,532,12/27/2010,2010,GEN,Regulus ignicapillus,1,380,25
33153,532,12/27/2010,2010,GEN,Regulus ignicapillus,1,424,45
33157,532,12/27/2010,2010,GEN,Regulus ignicapillus,1,424,5
33179,542,12/20/2010,2010,DIL,Regulus ignicapillus,2,980,5
33332,531,11/26/2010,2010,GEN,Regulus ignicapillus,1,165,25
33335,531,11/26/2010,2010,GEN,Regulus ignicapillus,1,215,5
35877,458,05/10/2010,2010,GEN,Regulus ignicapillus,2,158,15
35883,458,05/10/2010,2010,GEN,Regulus ignicapillus,1,318,5
36509,435,03/11/2010,2010,GEN,Regulus ignicapillus,1,230,5
36975,378,11/05/2009,2009,CAM,Regulus ignicapillus,2,142,25
37083,413,10/23/2009,2009,DIL,Regulus ignicapillus,2,1310,15
37252,372,10/01/2009,2009,GEN,Regulus ignicapillus,2,279,5
726,1672,06/28/2019,2019,DIL,Saxicola,2,0,.
938,1720,04/30/2019,2019,GEN,Saxicola,1,0,.
1253,1742,02/14/2019,2019,CAM,Saxicola,1,0,.
1762,1584,10/25/2018,2018,GEN,Saxicola,1,450,0
2204,1534,09/12/2018,2018,DIL,Saxicola,1,2893,10
2511,1533,07/31/2018,2018,DIL,Saxicola,1,3004,0
2600,1570,07/30/2018,2018,GEN,Saxicola,5,404,10
3019,1574,05/22/2018,2018,GEN,Saxicola,1,920,0
3518,1453,02/16/2018,2018,CAM,Saxicola,1,1,.
3524,1453,02/16/2018,2018,CAM,Saxicola,3,10,.
6413,1492,02/27/2017,2017,DIL,Saxicola,3,2370,10
4029,1485,10/27/2017,2017,GEN,Saxicola,1,360,0
4269,1445,09/28/2017,2017,GEN,Saxicola,1,2485,20
5077,1403,07/03/2017,2017,GEN,Saxicola,1,2329,20
7544,1426,09/29/2016,2016,GEN,Saxicola,1,1040,5
7665,1351,09/16/2016,2016,DIL,Saxicola,1,2500,20
9548,1341,04/26/2016,2016,DIL,Saxicola,1,2500,40
9649,1279,04/25/2016,2016,GEN,Saxicola,1,683,35
14034,1147,05/20/2015,2015,GEN,Saxicola,2,2376,40
14353,1184,05/07/2015,2015,DIL,Saxicola,1,2473,5
14476,1154,04/28/2015,2015,GEN,Saxicola,1,2350,15
14484,1154,04/28/2015,2015,GEN,Saxicola,1,706,35
14486,1154,04/28/2015,2015,GEN,Saxicola,1,515,5
16164,1072,10/27/2014,2014,GEN,Saxicola,1,1745,15
16945,1054,08/29/2014,2014,GEN,Saxicola,2,750,35
18067,1029,06/24/2014,2014,GEN,Saxicola,1,618,15
19325,1013,04/14/2014,2014,GEN,Saxicola,1,569,15
20795,963,10/05/2013,2013,CAM,Saxicola,2,1236,25
22993,852,05/13/2013,2013,GEN,Saxicola,1,697,5
23646,859,04/19/2013,2013,DIL,Saxicola,2,2500,45
23965,849,03/22/2013,2013,GEN,Saxicola,1,808,5
23978,849,03/22/2013,2013,GEN,Saxicola,1,808,5
27958,631,04/23/2012,2012,DIL,Saxicola,1,2500,15
28594,614,03/12/2012,2012,GEN,Saxicola,1,970,5
32240,563,05/06/2011,2011,GEN,Saxicola,1,2500,5
32242,563,05/06/2011,2011,GEN,Saxicola,1,2500,15
33920,510,09/16/2010,2010,CAM,Saxicola,1,1133,5
35089,478,06/23/2010,2010,CAM,Saxicola,1,1121,5
35898,458,05/10/2010,2010,GEN,Saxicola,2,1170,35
36778,383,12/01/2009,2009,CAM,Saxicola,1,935,25
36783,383,12/01/2009,2009,CAM,Saxicola,1,1120,5
38405,327,06/27/2009,2009,DIL,Saxicola,2,140,5
42392,155,07/02/2008,2008,GEN,Saxicola,1,754,5
42393,155,07/02/2008,2008,GEN,Saxicola,1,879,15
34801,490,07/12/2010,2010,CAM,Serinus citrinella,2,1973,15
45290,44,03/25/2008,2008,CAM,Serinus citrinella,1,90,5
186,1764,10/25/2019,2019,DIL,Serinus serinus,1,0,.
740,1697,06/28/2019,2019,GEN,Serinus serinus,1,0,.
950,1760,04/30/2019,2019,CAN,Serinus serinus,3,0,.
2040,1594,09/25/2018,2018,GEN,Serinus serinus,1,314,30
2053,1594,09/25/2018,2018,GEN,Serinus serinus,3,2279,10
3457,1567,02/18/2018,2018,CAN,Serinus serinus,2,1180,30
4649,1499,08/16/2017,2017,GEN,Serinus serinus,4,1169,10
4652,1499,08/16/2017,2017,GEN,Serinus serinus,2,1480,0
4656,1499,08/16/2017,2017,GEN,Serinus serinus,1,1886,0
4683,1499,08/16/2017,2017,GEN,Serinus serinus,2,1183,10
4947,1439,07/11/2017,2017,DIL,Serinus serinus,2,0,.
5181,1444,06/29/2017,2017,GEN,Serinus serinus,3,0,.
7979,1417,08/11/2016,2016,DIL,Serinus serinus,4,1526,5
8140,1397,07/31/2016,2016,CAM,Serinus serinus,1,1870,20
8520,1339,06/29/2016,2016,DIL,Serinus serinus,1,500,20
8547,1339,06/29/2016,2016,DIL,Serinus serinus,1,630,40
8899,1317,05/31/2016,2016,DIL,Serinus serinus,1,675,20
9337,1344,04/27/2016,2016,CAM,Serinus serinus,1,1170,5
9625,1279,04/25/2016,2016,GEN,Serinus serinus,2,237,5
9653,1279,04/25/2016,2016,GEN,Serinus serinus,1,1400,25
11234,1288,10/27/2015,2015,GEN,Serinus serinus,10,220,5
12102,1192,08/19/2015,2015,GEN,Serinus serinus,1,1975,20
12535,1171,07/29/2015,2015,GEN,Serinus serinus,1,1440,40
12543,1171,07/29/2015,2015,GEN,Serinus serinus,1,1105,20
12547,1171,07/29/2015,2015,GEN,Serinus serinus,1,1570,20
12599,1203,07/16/2015,2015,DIL,Serinus serinus,1,1975,20
12626,1203,07/16/2015,2015,DIL,Serinus serinus,2,465,20
13047,1200,06/30/2015,2015,GEN,Serinus serinus,1,2150,20
13979,1147,05/20/2015,2015,GEN,Serinus serinus,1,86,20
14262,1254,05/10/2015,2015,CAM,Serinus serinus,2,2310,15
14854,1246,04/08/2015,2015,CAM,Serinus serinus,1,2140,15
16726,1059,09/17/2014,2014,GEN,Serinus serinus,1,725,45
16759,1059,09/17/2014,2014,GEN,Serinus serinus,3,1560,5
16925,1054,08/29/2014,2014,GEN,Serinus serinus,2,721,5
17250,1118,08/08/2014,2014,CAM,Serinus serinus,1,1430,25
